,Text,Class
32,tim sheens wests tigers did their due diligence in townsville reviewing a record loss to cowboys while their plane sat on tarmac due to industrial action “it’ll take more than a couple of days to digest that though” sheens said “we’ve looked at it spat it out we’re looking at cronulla” danger for three of sydney’s biggest clubs in tigers bulldogs dragons that a round runsheet of most lopsided game statistics in recent memory chews them up spits out a wooden spoon there really isn’t much that can be said after conceding a halfcentury of points when missed tackle error counts hit similar ignominious heights north queensland at least offered a ready example of how a corner can be turned by trouncing tigers in record fashion todd payten plastered scoreline from their round loss at leichhardt all over cowboys facilities last week because “the posters said enough it was there for everyone to see”,sports
33,india clinched bangabandhu saff championship defeating kuwait on sudden death on tuesday match played at sree kanteerava stadium in bengaluru india had ended in regulation added extra time penalty shootout got tied visitors took an early lead following a goal by shabaib alkhaldi in th minute of game however india came back with an equaliser in th minute with a goal from lallianzuala chhangte match remained fairly competitive as both sides tried to find back of net but failed to do so in regulation time match headed for a tiebreaker kuwait’s mohammad abdullah could not convert his first shot but fawaz alotaibi ahmad aldhefeery abdulaziz mahran shabaib alkhaldi scored next four strikes from spot home team’s sunil chhetri sandesh jhingan lallianzuala chhangte subhashish bose scored for india but udanta singh failed to hit target as shootout got tied kuwait’s captain khaled hajiah was denied by a diving goalie gurpreet in sudden death before naorem mahesh slammed his penalty home as india erupted in joy nepal were awarded fair play trophy pitted against finalists in group stage nepal had a painful exit as gorkhalis failed to reach semifinals of a saff competition for first time since after losing to kuwait defeat against india nepal’s only win during this edition of competition was against pakistan in their last group match,sports
34,nepals national u men’s cricket team won acc men’s u east zone cup after crushing hosts malaysia by runs at bayuemas oval in pandamaran on tuesday it for a third consecutive time that young rhinos have won asian cricket council’s u agegroup tournament having also secured acc u eastern region tournament trophies in agegroup tournament could not be held in due to covid pandemic outcome also means nepal have won all three editions of competition naren cracked an unbeaten century to guide nepal who opted to bat first after winning toss nepal scored an imposing total in allotted overs before abhisekh tiwari took a fivewicket haul to restrict malaysia to just in overs naren came in after opener suryanshu koirala departed for — caught by hamzah panggi off areean aqeel steered nepal innings cracking fours two sixes on his way to his unconquered ball he put on a run stand with koirala’s opening partner niraj kumar yadav who made runs after facing deliveries to become nepal’s second highest score of innings yadav was trapped leg before wicket by muhammad fathul muin in th over santosh yadav then offered key support to naren as duo shared a run partnership for fifth wicket to lead nepal to a challenging total malaysia’s muhammad akram took three wickets while haziq haiqal aqeel muhammad fathul muin shared a wicket each when nepal bowled tiwari ripped apart malaysia’s batting dismissing openers muhammad asyqal golden duck muhammad aalif hamzah panggi mohammad hairil to leave hosts reeling at after overs akram—the only malaysian batter to reach a doubledigit score —top scored with runs santosh removed akram in th over took wicket of haiqal two balls later to inflict more damage on malaysia tiwari then claimed his fifer bowling aqeel for a duck yadav completed his threewicket haul sending back muhammad muqri for ashok dhami then put an end to malaysia’s miseries by dismissing muhammad fathul muin meanwhile singapore u secured third position after defeating hong kong u by eight wickets for third place in playoff at ysd ukm oval in bangi,sports
35,nepals national u men’s cricket team won acc men’s u east zone cup after crushing hosts malaysia by runs at bayuemas oval in pandamaran on tuesday it for a third consecutive time that young rhinos have won asian cricket council’s u agegroup tournament having also secured acc u eastern region tournament trophies in agegroup tournament could not be held in due to covid pandemic outcome also means nepal have won all three editions of competition naren cracked an unbeaten century to guide nepal who opted to bat first after winning toss nepal scored an imposing total in allotted overs before abhisekh tiwari took a fivewicket haul to restrict malaysia to just in overs naren came in after opener suryanshu koirala departed for — caught by hamzah panggi off areean aqeel steered nepal innings cracking fours two sixes on his way to his unconquered ball he put on a run stand with koirala’s opening partner niraj kumar yadav who made runs after facing deliveries to become nepal’s second highest score of innings yadav was trapped leg before wicket by muhammad fathul muin in th over santosh yadav then offered key support to naren as duo shared a run partnership for fifth wicket to lead nepal to a challenging total malaysia’s muhammad akram took three wickets while haziq haiqal aqeel muhammad fathul muin shared a wicket each when nepal bowled tiwari ripped apart malaysia’s batting dismissing openers muhammad asyqal golden duck muhammad aalif hamzah panggi mohammad hairil to leave hosts reeling at after overs akram—the only malaysian batter to reach a doubledigit score —top scored with runs santosh removed akram in th over took wicket of haiqal two balls later to inflict more damage on malaysia tiwari then claimed his fifer bowling aqeel for a duck yadav completed his threewicket haul sending back muhammad muqri for ashok dhami then put an end to malaysia’s miseries by dismissing muhammad fathul muin meanwhile singapore u secured third position after defeating hong kong u by eight wickets for third place in playoff at ysd ukm oval in bangi,sports
36,eugene amodadzie leads what appears to be an ordinary life he’s a husband a father works ninetofive as a chartered accountant in london but away from his family his profession amodadzie also happens to be one of fastest men in world this year running meters in under seconds for first time sprinter’s career trajectory unlike any of his rivals’ on track field circuit he only started training seriously at age of still balances athletics with his regular job as an accountant “there may be a certain element of my story that just seems a bit impossible” amodadzie tells cnn sport’s amanda davies about his sudden rise in sport a promising sprinter throughout school amodadzie had lowered his m time to seconds by age of but he says he was “getting dominated” at competitions ultimately drifted away from athletics while some of his rivals went on to compete at a junior international level he went off to university later qualified as a chartered accountant only putting his speed to use when playing soccer recreationally,sports
37,andy murray has explained how he wanted nazanin zaghariratcliffe britishiranian charity worker who spent almost six years detained in iran to watch one of his matches at wimbledon “in totally different circumstances” after inviting her to his firstround match earlier this week zaghariratcliffe was accused by iranian authorities of working with organizations allegedly attempting to overthrow regime – charges she her employer thomson reuters foundation repeatedly denied she told bbc last year that she had watched murray win wimbledon in from inside her prison cell in iran prompting former world no to send an invite for his firstround match on tuesday “she hadn’t been to wimbledon before” murray told reporters “after i spoke with her story she told me about watching my wimbledon final while she was in a cell i felt like i wanted to invite her to come along watch tennis in totally different circumstances “hopefully it was a much more enjoyable experience that was what i felt after speaking to her i wanted to see if we could get her to come along”,sports
38,ashes moeen ali says england have a good chance of winning third test by tom mallows bbc sport at headingley last updated on july july from section cricket moeen ali says england in a winnable position after his two wickets restricted australia on day two of third ashes test at headingley moeen removed marnus labuschagne steve smith to move to test wickets as tourists reached at close leading by england were earlier bowled out for after another heroic innings from captain ben stokes who hit to rescue his side from we have a good chance said moeen speaking to test match special he added its pleasing day actually ended up quite nicely were still in a winnable position australia up in fivematch series stokes leads englands battle to stay alive in ashes how day two unfolded at headingley moeen who came out of test retirement to replace injured jack leach in this series said stokes coach brendon mccullum have given team confidence they can chase down any total since stokes mccullum took over last year england have successfully chased challenging targets of while they famously chased down against australia at headingley in thanks to stokes whatever they get we going to have to try chase added moeen its still a decent wicket advertisement weve got some brilliant players outfield rapid it takes a couple of guys to get in i dont know about score from this position wed ideally like to chase former england captain sir alastair cook told bbc sport england will be able to chase we keep saying its a really fair cricket wicket it looks flat to bat on but noone has found batting easy apart from mitchell marsh over last few years this pitch has got better better sides have chased well here but with pressure on ashes on line number australia captain pat cummins added its all set up for another wonderful match a target of would be good but we bowl well hopefully it starts to spin well look to defend anything,sports
39,mauricio pochettino chelsea must deliver from day one says new manager by shamoon hafez bbc sport at stamford bridge last updated on july july from section chelsea premier league best in world pochettino there no patience in football chelsea must deliver from day one says new manager mauricio pochettino former tottenham boss has taken over at stamford bridge on a twoyear deal with option of a third chelsea endured a terrible season in which they had three managers finished th in league it about delivering from now pochettino said at his unveiling we cannot tell people we need six months to create something speaking at his first news conference at stamford bridge he added i spoke with owners in a really good way they clever people i feel good i am not a coach who needs to ask for power most important thing i need to show them to trust in me players fans can trust my decisions way we operate latest chelsea news analysis fan views get blues news notifications listen to latest far post podcast my target to win mauricio pochettino mauricio pochettino was manager of rivals tottenham from to pochettino had been linked with a return to tottenham after they parted company with antonio conte in march but he instead joined their london rivals having started his managerial career with espanyol before a month spell at southampton he then managed spurs from to he caused ire from his former supporters when he described chelsea as greatest team in england over past to years during an inhouse interview,sports
40,british grand prix george russell says mercedes nowhere by andrew benson chief f writer last updated on july july from section formula british grand prix british grand prix live on live bbc sport website george russell said mercedes were nowhere in friday practice at british grand prix russell teammate lewis hamilton were th th fastest as they lagged more than a second behind max verstappens pacesetting red bull this was despite mercedes introducing a new front wing latest in a series of recent car upgrades aimed at moving them closer to front of field russell said team had to try to understand their lack of pace jennie gow returns for a chat with lewis hamilton hamilton said its a tough car to drive no matter what we do to set it up it remains a tough car to drive seventime champion said he felt no improvement when changing from medium to theoretically faster soft tyre that shows thats somethings wrong hamilton said were missing something on long run it didnt seem too bad so thats a positive at least george over here with setup im over here he was saying i was thinking of coming over to where you but your lap time slow i was like i was thinking of coming to where you we will work on it tonight hopefully we will come up with something for tomorrow hamiltons racesimulation pace was more competitive he was faster than ferrari of carlos sainz which was second fastest on a single lap just secs slower than verstappen but still considerably slower than world champions red bull russell said definitely not our finest friday conditions will be different tomorrow we need to try to get to bottom of it pace in first practice was looking quite good on medium tyre we thought we were right up there if we took soft but in p we were nowhere we just need to try understand that we see a small trend that when temperature hotter we seem to take a bit of a step backwards we have some ideas why that temperatures at silverstone on friday when spectators attended track were in high cs but expected to drop a little for weekend when rain also threatens verstappen looked imperious despite his small margin over sainz his long run on a race fuel load was especially impressive dutchmans racesimulation run was more than secs a lap on average quicker on same soft tyre than teammate sergio perez with sainz a little further behind williams driver alex albon was an impressive third fastest with teammate logan sargeant fifth behind perez lando norris was th fastest in upgraded mclaren that impressed so much last weekend in austria ferraris charles leclerc did not get out in session at all after team discovered an electrical problem over lunch break fernando alonso third in championship for aston martin was only th fastest on singlelap pace with teammate lance stroll sixth ahead of haas of nico hulkenberg pierre gaslys alpine mclarens oscar piastri piastri an australian who in his debut season has on his car for first time upgrade that norris debuted in austria while norris has those parts in addition to a new front wing a number of drivers said that they were struggling for grip especially in first session as they tried a new more robust pirelli tyre construction for first time pirelli have introduced tyre to lessen risk of failures at highspeed tracks such as silverstone but despite what company says a stronger construction teams were told to run tyres at unusually high pressures psi at front psi at rear this compares with psi at austrian grand prix last weekend psi at spanish grand prix last month,sports
41,wimbledon aryna sabalenka fights past varvara gracheva iga swiatek ons jabeur win by jess anderson bbc sport at wimbledon last updated on july july from section tennis wimbledon on bbc venue all england club dates july coverage live across bbc tv radio online with extensive coverage on bbc iplayer red button connected tvs mobile app more coverage details here aryna sabalenka says she thankful for support of wimbledon crowd after not knowing what to expect on her return to championships belarusian second seed overcame a patchy start to beat french world number varvara gracheva sabalenka was too upset to watch last years tournament after russian belarusian players were banned following invasion of ukraine there were also wins for top seed iga swiatek sixth seed ons jabeur but french fifth seed caroline garcia lost her thirdround match to czech player marie bouzkova making her highest seed to have exited championships so far us open semifinalist lost to become third top casualty after coco gauff maria sakkari sabalenkas performance was watched by a buoyant crowd heavily in favour of australian open champion with one fan passing her their young child to hold for a photograph after her win for me its really important to feel support sabalenka said i didnt know what to expect from people after first match i felt amazing i was really thankful for all support advertisement on a stiflingly hot court one sabalenka looked out of sorts in opening exchanges against gracheva making unforced errors giving away her serve three times she seemed somewhat affected by sun beating down on sw turf using bags of ice to cool down at each change of ends unsurprisingly sabalenka left court to regroup after,sports
42,james trafford certainly did not lack confidence before englands european under championship campaign began that selfbelief unlikely to have dimmed since he has helped young lions reach final without conceding a goal on verge of becoming burnleys record signing premier league newcomers have agreed an initial £m fee with manchester city that could rise to £m with addons which beyond what clarets paid for striker chris wood in it would also make trafford thirdmost expensive english goalkeeper ever after aaron ramsdale jordan pickford comes off back of a successful spell on loan at bolton in league one two years ago he was on loan at accrington stanley yet yearold has never doubted he will one day be his countrys number one from start of my mens career when i played at accrington i told people id play for england play for city he told bolton news people around me believe in me i still completely believe i will a starring role in englands run to a european final against spain on saturday has only added weight to young stoppers claims i want to play at highest level possible he told bbc sport in georgia bolton were brilliant for me i was good for them ive brought form that i ended season with here he going to be world class born into a farming family who trafford says he had to teach offside rule learning to drive on a tractor goalkeepers cumbrian upbringing unique among those with whom he progressed through city academy trafford signed from carlisle aged but immediately caught eye of city england under teammate cole palmer wow hes so good you could see it in academy said palmer even in training hes so hard to score past im just glad everyone else seeing it he knows himself how good he but hes not arrogant hes a nice lad hes a normal lad who believes in himself when he first came everyone was thinking whos this kid as time went on everyone was looking at each other like wow he just goes about his business on his own i always say to him even when we were little that he going to be world class palmer backs trafford to reach level of citys current number one ederson treble winners have included a buyback option in their deal with burnley but goalkeeper has won over his international teammates too when youve got someone so confident so good behind you it gives you so much confidence said everton midfielder james garner,sports
43,britney spears accidentally hit herself in face as she was blocked by security while approaching a basketball star las vegas police say victor wembanyamas guard who pop star alleged struck her during wednesdays encounter will not face charges police said in a statement spears said she was backhanded in face by man calling incident a traumatic experience video posted online appears to confirm a police report posted by local media a copy of police report summarising their investigation obtained by bbc says detectives i were able to review surveillance footage of event which showed britney going to tap spurs player on shoulder when she touched player security guard pushes her hand off player without looking which causes britneys hand to hit herself in face las vegas police also confirmed they had concluded their investigation into alleged battery at aria hotel video shared by tmz shows a man block spears as she reaches out to tap wembanyama on shoulder as he walks through a casino complex spears recoils as she appears to hit herself wembanyama has said he didnt see what happened but that someone was pushed yearold nba top draft pick was in las vegas ahead of his first summer league game when he visited a restaurant at aria on south las vegas boulevard where spears said she spotted him i decided to approach him congratulate him on his success it was really loud so i tapped him on shoulder to get his attention she said,sports
44,last time australia played a test without nathan lyon his replacement todd murphy was years old in ensuing years lyon has established himself as one of worlds best spin bowlers now just four shy of test wickets but yearold offspinner murphy being touted as a morethanadequate replacement murphy who bowls wearing steelrimmed glasses made his test debut earlier this year in india taking in hosts first innings in doing so he became youngest australian spinner to take a fivewicket haul on his debut his feat even more remarkable when you consider he didnt take up spin bowling until his midteens as recently as november he was playing for st kilda a mostly amateur club on coastal suburbs of melbourne though this a club synonymous with greatest of all australian spin bowlers shane warne played for them in late s early s before enjoying his own breakthrough moment in ashes history delivering ball of century to a befuddled mike gatting at old trafford during series murphy too could make an impact st kilda president paul ryan believes stating player who was representing their th xi just six years ago confident in his abilities todds comfortable doing what works for him says ryan nothing seems to fluster him on field he could be thrown ball in a tight situation he so composed under pressure there were a couple of games we really needed a wicket in he delivered,sports
45,chennai super kings equalled mumbai indians’ record of five indian premier league ipl titles after mahendra singh dhoni’s side triumphed in a lastball thriller beating champions gujarat titans by five wickets in monday’s rainmarred final in ahmedabad put into bat gujarat racked up after their number three batter sai sudharsan capitalised on a strong start smashed an incendiary off balls that included six sixes chasing a revised target of from overs after a lengthy rain interruption chennai survived intense drama before ravindra jadeja sealed their victory milking runs off last two deliveries final was originally scheduled on sunday but incessant rain forced organisers to move game to its reserve day after chennai skipper dhoni won toss elected to field shubman gill walked out to bat having smashed three hundreds in his last four innings opener seemed to have luck on his side too as deepak chahar dropped gill tournament’s leading scorer at square leg when batter was on three gill also survived a runout chance when jadeja could not properly gather ball before breaking stumps leftarm spinner however made amends in same over jadeja lured gill out of crease dhoni proved age has not dulled his reflexes as yearold whipped off bails in a flash chahar also floored a return catch from wriddhiman saha who smashed before falling to seamer with dhoni collecting top edge sudharsan then tore into chennai attack hit matheesha pathirana for backtoback sixes in final over of innings to inch closer to a hundred pathirana denied him milestone but gujarat could not be denied a plus total chennai’s openers faced three balls before rain forced them off field held up play for two hours minutes chasing a revised target on return ruturaj gaikwad devon conway plundered runs from first six overs before noor ahmad removed both in seventh over shivam dube who made not out kept chennai in race but mohit sharma removed ambati rayudu dhoni in successive deliveries to inject fresh drama into contest chennai needed runs from last over from mohit who conceded three runs in his first four deliveries needing off last two jadeja hit mohit over his head for a six followed it with a boundary to seal a thrilling victory “i was just trying to swing hard because every ball was important” jadeja said of dramatic last over “i knew anything could happen so i was trying to swing hard hit it straight” ,sports
46,austria’s dominic thiem finally claimed his first grand slam title with a stunning comeback to beat germany’s alexander zverev in a brutal nervejangling us open final on sunday yearold world number three beaten in his first three grand slam finals started as favourite but appeared to have blown his golden chance as he fell two sets behind thiem who had dropped only one set en route to final looked stifled by nerves early on but gradually broke shackles to hit back from a break down to take third zverev faltered on serve at in a highquality fourth set allowing thiem to take contest to a decider a limping thiem trailed in a tense decider but zverev could not close it out austrian summoned some incredible baseline winners to take it into a tiebreak a gutwrenching climax saw thiem squander two match points from with forehand errors but he would not be denied set up a third match point with a passing shot before zverev fired wide after four hours two minutes “i wish there were two winners today we both deserved it” thiem second austrian to win a grand slam title after thomas muster’s french open title said on court after a tearful speech from his crestfallen yearold opponent thiem had lost last two french open finals to rafa nadal this year’s australian open final to novak djokovic this time he started as favourite but needed to become first player to win a grand slam title from two sets down since gaston gaudio at french open to end his wait thiem first male player born in s to claim a grand slam first besides big three of nadal djokovic roger federer to claim one of majors since stan wawrinka won us open,sports
47,"ISA Nepal and Born to Hoop advanced to the girls' section final of the Golden Gate International College SEE Cup Basketball Tournament here on Thursday.After the round-robin league played among four teams, ISA Nepal finished first, while Born to Hoop of GGIC came second. ISA Nepal defeated Born To Hoop 13-7, recorded a 6-2 victory over Ballers Academy, and outplayed Golden Bud 13-2 in league matches. Likewise, Born To Hoop beat Golden Bud 7-5 and defeated Ballers Academy 11-8. In boys' section, Manaslu World College, UGA, Grande, Born To Hoop, GPHS, Ballers Academy, VS Niketan and Team Kumar advanced to the quarter-finals. A total of 22 teams are taking part in the boys' category.Top two teams will earn Rs 20,000 and Rs 10,000 respectively, while the MVPs will get Rs 5,000 each.",sports
48,nepal academy of music drama namuda honoured six veterans of different artistic fields amidst an event held in capital on june vice president ram sahaya yadav felicitated them with nepal sangeet tatha natya rastriya pragya puraskar on occasion of namudas th anniversary according to a press release issued by namu da honourees included folk singer nabin kishor rai folk music singer musician lyricist ganesh rashik music bijay kumar shrestha traditional classical music theatre artiste bhairab chhetri theatre dance director kulman nepali dance drama researcher prof dr ramchandra pokharel drama press release informed honourees received a cash prize of rs a certificate eachaddressing event vice president yadav said namuda should revise refine broaden itself more as per constitutional provision work to prosper advance different forms ancient local folk tradition classical et cetera of songs music dance drama that nepals cultural identity meanwhile nisha sharma chancellor of namuda was quoted as saying art static its artistes who make it moveableone of honourees rashik expressed his happiness over namuda operating from its building he also urged namuda to make artistes contributing to nepali music dance drama for decades its life members release added,sports
49,nepal golf association today appointed former indian pro tarun sardesai as head coach of national team for upcoming asian games head of instruction at tarun sardesai golf academy sardesai will be looking after nepali team for th asiad slated for september to october in hangzhou china said nga in a release nga youth development director deepak acharya assistant coach of national teamthe nga has already sent nepali teams to tarun sardesai golf academy for threemonth training professional golfer sukra bahadur rai amateurs subash tamang sadbhav acharya yubraj bhujel in mens team while kashmira shah sushma sigdel women golfers in team unlike previous asia games organisers have allowed professional golfers in asian games from this edition nepal no pro rai currently undergoing training in dresden germany he scheduled to join squad next month team will train in bengalore until september before taking part in asian gamestop two amateurs subash tamang sadbhav acharya will take a break from training to participate in singapore amateur open to be held at orchid country club from june they will return to bangalore from singapore join squad for trainingsardesai had come to kathmandu during nepal amateur open earlier this month on a special invitation from nga he had expressed his willingness to work with nepali golftwo nepali amateurs tamang acharya have been training under sardesai at academy for more than year acharya joined academy on personal expenses while tamang training under scholarship,sports
50,australia outlasted another epic solo assault by england captain ben stokes to win second ashes test by runs with a session to spare on a salty last day sunday stokes seemed to be pulling a stunning victory out of impending defeat for england with an astonishing that echoed another unforgettable century in a thrilling fourthinnings chase to win ashes test at headingley in again he turned hope into expectation for a soldout crowd helped to reduce a neverreached target at lords to then he was gone topedging a short ball from josh hazlewood behind to wicketkeeper alex carey a febrile lords sunk into silence until crowd rose to send stokes off to a sustained standing ovationhe was seventh man out tail wagged for another hour england was all out for congratulated australia on pavilion steps after victors were booed off fieldaustralia leads series holder can clinch a first ashes series win in england since at headingley in third test starting on thursdayenglands chances of retaking urn were bleak only one team has ever come back from down in ashes it had don bradman in match wasnt as epic as last weeks opening test at edgbaston which was a thriller for all five days but last day at lords will live long in ashes infamy as stokes embellished his legend australians were booed mercilessly accused in crowd chants of cheatingthe marylebone cricket club even apologized to visitors for some of their members handling verbally abusing australians in sacred long room at luncha chase that was moving at a serene pace erupted when jonny bairstow got himself stumped half an hour before lunchbairstow ducked a bouncer from cameron green he neither checked fate of ball nor stood his ground instead he left his crease to talk with stokes wicketkeeper alex carey simply underarmed ball into his stumps australians celebratedbairstow was confused umpires asked for a ruling from third umpire who didnt hesitate to say he was stumped for at englands tail was exposed still needing more runsdespite bairstows brain fade stokes expressed his anger to onfield umpires large parts of lords blamed australians in chants one was aussie aussie aussie cheat cheat cheatas prim proper lords turned into colosseum stokes last recognized batter switched into beast mode,sports
51,dipendra singh airee sandeep lamichhane added runs for unbroken eighth wicket to guide nepal to a threewicket victory over united arab emirates in seventhplace playoff semifinal match of icc cricket world cup qualifier in harare today batting first uae were bowled out for runs in overs before nepal laboured to with balls to spare at takashinga sports club in highfield at one stage nepal were struggling at inside overs but airee played pivotal role in guiding team to victory nepal made three changes in squad bringing in arjun saud gyanendra malla pratis gc but move backfired as nepal could not make desired start nepal lost opener saud one in second over while malla followed soon making it in nine oversskipper rohit kumar paudel four bhim sharki one aarif sheikh one were dismissed cheaply as nepal came under tremendous pressure at inside overs it soon became after opener kushal bhurtel was dismissed for off balls that included four boundaries airee gulsan jha added runs to take team total past three figures uae tightened grip when they removed jha in th over airee then combined with lamichhane to take team home without further lossplayerofthematch airee remained unbeaten on off balls with help of seven boundaries two sixes while lamichhane struck two fours in his ball not out mohammad jawadulla took three wickets for uae while muhammad junaid siddique ali naseer sanchit sharma rohan mustafaearlier karan kc sandeep lamichhane took three wickets each as nepal bowled uae for a belowpar total in overskc had opener asif khan caught behind stumps by arjun saud for a duck in second ball of innings aryansh sharma skipper vriitya aravind revived innings with a run partnership for second wicket before lamichhane broke stand lamichhane had sharma caught for off balls that included three fourslamichhane removed rameez shahzad gulsan jha bowled skipper aravind in space of runs to reduce uae to inside overs aravinda top scored with off balls with help of four boundariesrohan mustafa basil hamid added runs for fifth wicket to give some respectability to total nepal claimed last six uae wickets for runs mustafa scored off balls hitting three boundaries before being caught behind by saud while kc removed hameed for ball lamichhane returned with from overs while kc grabbed from overs pratis gc gulsan jha dipendra singh airee bagged one wicket each for nepalnepal will now play against ireland in seventhplace playoff match ireland made it to playoff final after defeating united states of america on saturday,sports
52,kai havertz completed a move across london on wednesday by joining arsenal from chelsea in a deal reportedly worth million pounds millionarsenal said germany international had joined on a longterm contractthe yearold forward becomes mikel artetas first signing of summer after arsenal finished runnerup in premier league last season you have probably already seen it but now officially im a gunner havertz tweeted adding a heart emojihavertz will forever be a chelsea icon after scoring winning goal in champions league final last years club world cup triumph but he ultimately failed to live up to expectations at club that he could become one of europes top players leading to his departure after three years at stamford bridgearteta aiming to strengthen this summer after suffering pain of last seasons title collapsearsenal led table for much of campaign but fell away during runin to allow manchester city to win a third straight league championshiparsenal has also been linked with a move for west ham midfielder declan ricehavertz joined chelsea for million from bayer leverkusen in as part of a major recruitment drivehe made appearances in all competitions scored goals none more important than his champions league final strike against man city,sports
53,carlos alcaraz not fourtime defending champion novak djokovic iga swiatek were seeded no for wimbledon on wednesday as expected because all england club adhered to atp wta rankings alcaraz overtook djokovic atop mens standings on monday djokovic has not played since collecting his mensrecord rd grand slam title at french open on june slid to no while alcaraz rose one spot after winning a grasscourt tuneup tournament at queens club on sundaydjokovic has won championship at wimbledon each of past four times it was held seven times overall but he did not benefit from a ranking boost in because atp wta withheld all points to protest all england clubs decision to ban players from russia belarus because of invasion of ukraine those athletes allowed to compete this year russian player daniil medvedev seeded no in mens field while belarusian aryna sabalenka no in womens fieldthe draw to set up singles brackets will be friday tournament begins mondaycasper ruud no of mens seeds followed by stefanos tsitsipas holger rune jannik sinner taylor fritz frances tiafoe nick kyrgios runnerup to djokovic at wimbledon a year ago seeded sttwotime wimbledon champion andy murray ranked th not seededswiatek has been ranked no since april owns four grand slam titles most recently at french open she has never been past fourth round at wimbledonelena rybakina womens champion at all england club no among womens seeds followed by jessica pegula caroline garcia ons jabeur coco gauff maria sakkari twotime champion petra kvitova barbora krejcikovafrom to all england club based its seedings for mens draw on a formula that took into account results on grass at wimbledon elsewhere but after that tournament opted to simply follow rankings to determine all seeds,sports
54,"
in an offseason when lionel messi karim benzema have already made moves declan rice turning into one of biggest stories of transfer window arsenal appears to be closing in on a deal worth up to a reported million pounds million for england international who has been linked with many of europes biggest clubsmanchester city which has also targeted west ham midfielder not prepared to match that figure according to a person with knowledge of premier league champions transfer plans person spoke on condition of anonymity because they were not authorized to comment publiclythat looks to have left path clear for arsenal to make what could be one of most pivotal signings in english soccers top divisionafter going headtohead in last seasons title race city arsenal have been locked in a battle for rices signature since transfer window opened arsenal missed out on title after leading standings for most of season it might have been a different story if rice had been in heart of its midfieldthat likely what arsenal manager mikel arteta banking on after making him a leading target this yearultimately arsenal ran out of steam in title race winning only three of its last nine gamesthe yearold rice has established himself as a leader on field with energy to drive his team forward combativeness to dominate matches he set to leave west ham after leading it to success in europa conference league clubs first major trophy in more than yearsrice type of player with potential to close gap between arsenal city which won a treble of trophies including premier league title champions league fa cupa move to city would likely push team even further ahead of its rivals with addition of another top player as has been case in recent years with signings of jack grealish erling haalandarsenals hierarchy likely aware of that backing a major transfer drive by arteta after he led club back into champions league for first time since seasonchelsea forward kai havertz also expected to sign in a deal worth a reported million pounds millionrice a former chelsea academy player has also been linked with a return to stamford bridge manchester united bayern munichit possible he could still join city if manchester club comes up with more favorable payment terms to arsenal west ham reportedly not happy with length of time arsenal has proposed to pay off feecitys decision not to be drawn into an auction isnt a surprise despite being one of worlds richest clubs thanks to backing of abu dhabis ruling family it has repeatedly refused to go beyond its own valuation of a targetthat was case with virgil van dijk harry maguire kalidou koulibaly in previous transfer windows but move for rice points to city manager pep guardiolas desire to strengthen midfield following departure of ilkay gundogan to barcelonawhile midfielder mateo kovacic signed with city from chelsea on tuesday for million pounds million doubts remain about future of bernardo silva",sports
55,alexandra popp knows a lot about playing in biggest games about tough losses a year ago popp had to watch from bench as germany lost to england in european championship final after getting injured in warmup last month she eight of her teammates from that german squad played in wolfsburgs loss to barcelona in champions league final despite leading at world cup much could depend on experience of popp who battled on after blows to knee neck in loss to barcelona a result she called brutally bitter germany coach martina vosstecklenburg was watching from stands germany was once undisputed powerhouse of european womens soccer world cup champion in still only country other than united states to be no in fifa rankings as womens soccer booms around world competition only getting fiercer for germanya group containing morocco colombia south korea should be relatively comfortable for germany which has never failed to reach quarterfinals at a womens world cupvosstecklenburgs preliminary squad of players includes from wolfsburg five from national champion bayern munich popp by far most experienced with games goals for her countryonly three players based abroad backup goalkeeper annkatrin berger midfielder melanie leupolz both at chelsea lyon midfielder sara däbritzgermany will warm up for world cup with friendlies against two teams who heading to tournament for first time germans beat vietnam on saturday face zambia on july run to final last year in england brought a boom in interest in womens soccer in germany where bundesliga crowds have tripled to an average of nearly this season though thats still well behind english leaguethe revolution that has made womens soccer an increasingly televised professionalized sport has also meant germanys clubs national teams face ever more pressure from england spain france not to mention old rival united statessince winning last of eight european titles back in only major tournament win for germany was gold medal at rio de janeiro olympics since last champions league title for a german club by ffc frankfurt in wolfsburg has reached four finals lost them allgermany was a pioneer of womens soccer in europe but after a decade of rapid transformation in sport worldwide it hasnt always adapted smoothlybayern munich wolfsburg fly flag for germany in champions league bundesliga increasingly dominated by clubs with established lucrative mens soccer teamsthat shift has sidelined kind of independently run womens soccer clubs which used to lead way in germany internationally of germanys first three european club champions ffc frankfurt has been merged into eintracht frankfurt mcr duisburg longdefunct turbine potsdam was relegated from bundesliga this season after only two winsdespite growth in interest crowds for german womens soccer its a long way from financial independencea report in february by german soccer federation indicated toptier clubs lost on average million euros million on their womens soccer operations season before a deficit greater than their average income much of difference made up by crosssubsidizing from mens teamsthat trend likely to continue at least in short term as more german clubs invest heavily in womens soccer leipzig backed by energydrink giant red bull will play in bundesliga next season but some big clubs have lagged further behindperennial mens title contender borussia dortmund only founded a womens team in after increasing pressure from fans criticism from dortmundborn national team player lina magull but had to start play in at bottom of league system it has been promoted to fourth tier for next season,sports
